dataset,validation_day,row_index,x_residual,y_residual,z_residual,clock_residual,horizon_min
MEO2,2025-09-09,0,-0.0823740883152008,0.5764396149729195,-0.6501102315609436,0.12186493089516712,68.0
MEO2,2025-09-09,1,0.08871921183390807,-0.040609915170551306,-0.12289074994459724,0.012890673938109158,70.0
MEO2,2025-09-09,2,0.1655198191463852,-0.0741466544111023,-0.1201742169389286,0.028975923031780718,80.0
MEO2,2025-09-09,3,0.13653871378897095,-0.06905945024171448,-0.1420092083829117,0.013195807796483994,94.0
MEO2,2025-09-09,4,0.082962538676651,-0.03467132542637634,-0.18576130057190324,0.01391409479109144,100.0
MEO2,2025-09-09,5,0.09327796067510986,-0.07814186108332061,-0.18072154889691544,0.03254833114168405,110.0
MEO2,2025-09-09,6,0.12554352697987364,-0.06653765231666565,-0.18700036187490843,-0.0011444994440558852,120.0
MEO2,2025-09-09,7,-0.47978706302067564,0.011797283144950876,-0.8461837193102723,0.0904071256247673,188.0
MEO2,2025-09-09,8,0.1269887458325424,-0.11590747123205566,-0.19207823263476562,0.037201766286591526,190.0
MEO2,2025-09-09,9,0.11330139267839813,-0.14860165168432618,-0.24915500500334167,0.0035785559280643465,200.0
MEO2,2025-09-09,10,-0.47216350760810855,-0.34835017799697876,0.2798994033543396,-0.024503481759418494,486.0
MEO2,2025-09-09,11,0.17282013382141875,-0.2313950138685608,-0.5006064509982605,0.031077997494756697,490.0
MEO2,2025-09-09,12,0.13546604121790312,-0.1696958358382263,-0.4661017341777344,0.03457968277404213,500.0
MEO2,2025-09-09,13,0.1453959834073944,-0.19921695419081115,-0.5152988659127807,0.035521912800973894,510.0
MEO2,2025-09-09,14,0.13909223892339323,-0.22794941110881042,-0.45848845063531496,0.01899690707537079,520.0
MEO2,2025-09-09,15,0.11815611460498048,-0.24023975460266114,-0.4613007040508423,0.037375077284072876,530.0
MEO2,2025-09-09,16,0.19692639245760346,-0.19290790335284425,-0.5211809171174622,0.0383326666829052,540.0
MEO2,2025-09-09,17,0.09309098357530213,-0.2963069902114563,-0.39864586569677735,0.03926561348409081,550.0
MEO2,2025-09-09,18,0.1426700898723755,-0.29231555375839235,-0.44890715833493045,0.04023496754736328,560.0
MEO2,2025-09-09,19,0.15145873879716493,-0.3120437485418396,-0.4637344229602661,0.023705033460372924,570.0
MEO2,2025-09-09,20,0.1514604049778671,-0.3402860801768036,-0.43220325126885983,0.042083743440813066,580.0
MEO2,2025-09-09,21,0.08439141910363007,-0.3448390851314087,-0.4384390428852539,0.06043345495924759,590.0
MEO2,2025-09-09,22,0.1547717342433777,-0.37999008970034787,-0.48431482691116334,0.06133208046323586,600.0
MEO2,2025-09-09,23,0.16136378256811523,-0.41098878549356077,-0.463028526346283,0.062221065311286926,610.0
MEO2,2025-09-09,24,0.11444803900775147,-0.4202571361738739,-0.5002524297485962,0.04568484001130486,620.0
MEO2,2025-09-09,25,0.19602577425120543,-0.4277070019424896,-0.48352127188290406,0.0465554815299263,630.0
MEO2,2025-09-09,26,0.15091825093261718,-0.40539724753637696,-0.5490632036346436,0.08233319012050438,640.0
MEO2,2025-09-09,27,-0.05069419898408506,-0.9627414943462372,-0.35970998134475707,0.10323794340184783,695.0
MEO2,2025-09-09,28,0.22621564906967162,-0.3755357101430817,-0.6515143289745483,0.03455909123035812,700.0
MEO2,2025-09-09,29,0.19702687109571837,-0.3458701554851074,-0.7033270443806763,0.0378070842403183,710.0
MEO2,2025-09-09,30,0.1891496996613617,-0.34047133706121824,-0.6984024088056641,0.055983488605810164,720.0
MEO2,2025-09-09,31,0.16401074627879333,-0.3564721754647522,-0.7286313024283447,0.0566317747994194,730.0
MEO2,2025-09-09,32,0.22065411510240174,-0.3044837372244873,-0.7011136937561645,0.057271548704696654,740.0
MEO2,2025-09-09,33,0.25673226650720216,-0.3718404224213562,-0.6758866610932922,0.043018328690071106,750.0
