dataset,validation_day,row_index,x_residual,y_residual,z_residual,clock_residual,horizon_min
MEO2,2025-09-09,2,0.47100618529914856,-0.5498655698735961,0.8211510638764343,-0.05923854611047745,80.0
MEO2,2025-09-09,3,0.4117782410144653,-0.6161239632097778,0.8651377014500428,-0.09063675372623825,94.0
MEO2,2025-09-09,4,0.3434378463796692,-0.6087877044489746,0.844081411413208,-0.09544432301046753,100.0
MEO2,2025-09-09,5,0.3313684758118286,-0.6913267750762024,0.8827415206016236,-0.08492051861413956,110.0
MEO2,2025-09-09,6,0.19631911036629485,-0.9613504448562622,0.6874226651636658,-0.07240691965737152,120.0
MEO2,2025-09-09,7,-0.44398212077042387,-0.9831008423843384,0.17574220689822384,-0.0053390562805023245,188.0
MEO2,2025-09-09,8,0.16183005979071044,-1.1124498057886352,0.8330330849998169,-0.05916362778415299,190.0
MEO2,2025-09-09,9,0.14358515668310545,-1.150622010723633,0.7895634271846924,-0.09586018214981461,200.0
MEO2,2025-09-09,10,-0.5765864866649437,-0.9016347038682556,0.8542440309135246,-0.10145106650768662,486.0
MEO2,2025-09-09,11,0.06239137585585404,-0.774133630335083,0.055856879985855104,-0.04337480131882477,490.0
MEO2,2025-09-09,12,0.010243544529537199,-0.6862814838980713,0.046041795773838046,-0.03373624043991661,500.0
MEO2,2025-09-09,13,0.01784108246316147,-0.698092244346222,-0.039863936780319215,-0.02611801825194931,510.0
MEO2,2025-09-09,14,0.009594502230964655,-0.7086571459320373,-0.020912447262645725,-0.036128598588083746,520.0
MEO2,2025-09-09,15,-0.012854246410816186,-0.7022261771414184,-0.06331348733979797,-0.011459091999436379,530.0
MEO2,2025-09-09,16,0.0646870879746666,-0.6360301710759277,-0.1635143650506592,-0.004571794119769096,540.0
MEO2,2025-09-09,17,-0.03981729363827133,-0.7192937360458069,-0.08422886111151123,0.0021561909866395,550.0
MEO2,2025-09-09,18,0.009619923801914218,-0.6947860828378296,-0.17784123774357605,0.008447266596263886,560.0
MEO2,2025-09-09,19,0.01920295362994766,-0.6921548468313293,-0.23929614309309388,-0.0029528607933578498,570.0
MEO2,2025-09-09,20,0.02089532046086502,-0.6954411011290283,-0.25748478188752744,0.02037667617470646,580.0
MEO2,2025-09-09,21,-0.04327356416892242,-0.6718847046191712,-0.3156265035461884,0.04347441360220718,590.0
MEO2,2025-09-09,22,0.03154131419037247,-0.6735181100822754,-0.4159061588699341,0.04919051001436043,600.0
MEO2,2025-09-09,23,0.053071277423042296,-0.6680472569348297,-0.44935146574218754,0.05349329128727722,610.0
MEO2,2025-09-09,24,0.04087288506087494,-0.6318546980101165,-0.5421358983765259,0.036322757082885744,620.0
MEO2,2025-09-09,25,0.16740603781817626,-0.5810054991425018,-0.5871588479861145,0.03516845372984314,630.0
MEO2,2025-09-09,26,0.17111108268730163,-0.488707166178421,-0.7154602387565613,0.0702411697578888,640.0
MEO2,2025-09-09,27,0.27502637944799807,-0.6102529691344262,-0.7207134398446655,0.09617000972322082,695.0
MEO2,2025-09-09,28,0.5686244849575806,0.0038959920535163867,-1.0182527675808106,0.027400558491672517,700.0
MEO2,2025-09-09,29,0.5714293643341675,0.0855018015785675,-1.079587086571228,0.030390780039430618,710.0
MEO2,2025-09-09,30,0.4049529950352783,0.04292869337291336,-0.9606209437521057,0.0300202082558403,720.0
MEO2,2025-09-09,31,0.4149391184234924,0.07191239680278015,-0.9933868494750061,0.029965971754384993,730.0
MEO2,2025-09-09,32,0.5038442760921631,0.16662598085984803,-0.9659280109825744,0.02979134877164459,740.0
MEO2,2025-09-09,33,0.5688037091112671,0.14072814080152893,-0.9347065987992859,0.014592653804559708,750.0
