stage_id,stage_order,date,commit_sha,commit_message,milestone_name,project_phase,model,model_family,satellite,orbit_type,dataset,training_samples,test_samples,forecast_horizon,input_features,physics_features,physics_mode,orbital_state_source,key_hyperparameters,w_x,w_y,w_z,w_clock,w_avg,p_x,p_y,p_z,p_clock,p_avg,h0_x,h0_y,h0_z,h0_clock,aggregate_residual_mean,aggregate_residual_std,qq_outliers,qq_max_discrepancy,mae,rmse,three_d_mae,three_d_rmse,clock_mae,clock_rmse,sisre,official_selection_priority,selection_status,selected_model,problem_addressed,change_introduced,result,performance_change,limitation,next_step,evidence_source,evidence_commit,confidence,notes
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,random_forest,Various (Modular src/forecasting),GEO,GEO,data/DATA_GEO_Train.csv,142,69,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.782469,NA,NA,NA,NA,0.000003,NA,NA,NA,NA,NA,NA,NA,NA,17.279472,NA,17.279472,NA,6.167691,NA,11.397027,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,gaussian_process,Various (Modular src/forecasting),GEO,GEO,data/DATA_GEO_Train.csv,142,69,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.783932,NA,NA,NA,NA,0.000005,NA,NA,NA,NA,NA,NA,NA,NA,16.432361,NA,16.432361,NA,5.998571,NA,10.926093,Early Calibration Policy (3D Orbit Error MAE),WINNER,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,geo_moe,Various (Modular src/forecasting),GEO,GEO,data/DATA_GEO_Train.csv,142,69,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.803827,NA,NA,NA,NA,0.000024,NA,NA,NA,NA,NA,NA,NA,NA,16.857985,NA,16.857985,NA,7.052840,NA,11.323488,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,bilstm_gru,Various (Modular src/forecasting),GEO,GEO,data/DATA_GEO_Train.csv,142,69,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.787594,NA,NA,NA,NA,0.000006,NA,NA,NA,NA,NA,NA,NA,NA,16.717758,NA,16.717758,NA,6.177934,NA,10.879234,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,transformer,Various (Modular src/forecasting),GEO,GEO,data/DATA_GEO_Train.csv,142,69,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.787505,NA,NA,NA,NA,0.000006,NA,NA,NA,NA,NA,NA,NA,NA,16.904041,NA,16.904041,NA,6.188286,NA,11.206983,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,decoupled_clock,Various (Modular src/forecasting),GEO,GEO,data/DATA_GEO_Train.csv,142,69,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.802602,NA,NA,NA,NA,0.000019,NA,NA,NA,NA,NA,NA,NA,NA,16.912940,NA,16.912940,NA,6.970742,NA,11.568630,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,nhits,Various (Modular src/forecasting),GEO,GEO,data/DATA_GEO_Train.csv,142,69,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.889959,NA,NA,NA,NA,0.104558,NA,NA,NA,NA,NA,NA,NA,NA,24.286538,NA,24.286538,NA,7.239721,NA,16.016200,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,persistence,Various (Modular src/forecasting),MEO-1,MEO,data/DATA_MEO_Train.csv,90,11,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.887392,NA,NA,NA,NA,0.372839,NA,NA,NA,NA,NA,NA,NA,NA,0.856623,NA,0.856623,NA,0.277175,NA,0.604695,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,harmonic_ridge,Various (Modular src/forecasting),MEO-1,MEO,data/DATA_MEO_Train.csv,90,11,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.915945,NA,NA,NA,NA,0.492581,NA,NA,NA,NA,NA,NA,NA,NA,0.883769,NA,0.883769,NA,0.165801,NA,0.301074,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,random_forest,Various (Modular src/forecasting),MEO-1,MEO,data/DATA_MEO_Train.csv,90,11,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.890795,NA,NA,NA,NA,0.359498,NA,NA,NA,NA,NA,NA,NA,NA,0.566274,NA,0.566274,NA,0.125166,NA,0.267198,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,gaussian_process,Various (Modular src/forecasting),MEO-1,MEO,data/DATA_MEO_Train.csv,90,11,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.889551,NA,NA,NA,NA,0.352542,NA,NA,NA,NA,NA,NA,NA,NA,0.309880,NA,0.309880,NA,0.370811,NA,0.401466,Early Calibration Policy (3D Orbit Error MAE),WINNER,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,geo_moe,Various (Modular src/forecasting),MEO-1,MEO,data/DATA_MEO_Train.csv,90,11,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.908954,NA,NA,NA,NA,0.441647,NA,NA,NA,NA,NA,NA,NA,NA,0.938323,NA,0.938323,NA,0.153991,NA,0.344879,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,bilstm_gru,Various (Modular src/forecasting),MEO-1,MEO,data/DATA_MEO_Train.csv,90,11,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.839052,NA,NA,NA,NA,0.193325,NA,NA,NA,NA,NA,NA,NA,NA,0.629819,NA,0.629819,NA,0.089426,NA,0.313326,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,transformer,Various (Modular src/forecasting),MEO-1,MEO,data/DATA_MEO_Train.csv,90,11,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.858608,NA,NA,NA,NA,0.228924,NA,NA,NA,NA,NA,NA,NA,NA,0.787981,NA,0.787981,NA,0.136248,NA,0.373968,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,decoupled_clock,Various (Modular src/forecasting),MEO-1,MEO,data/DATA_MEO_Train.csv,90,11,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.904937,NA,NA,NA,NA,0.431877,NA,NA,NA,NA,NA,NA,NA,NA,0.883769,NA,0.883769,NA,0.451985,NA,0.498873,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,nhits,Various (Modular src/forecasting),MEO-1,MEO,data/DATA_MEO_Train.csv,90,11,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.954282,NA,NA,NA,NA,0.761912,NA,NA,NA,NA,NA,NA,NA,NA,1.032114,NA,1.032114,NA,0.162986,NA,0.472405,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,persistence,Various (Modular src/forecasting),MEO-2,MEO,data/DATA_MEO2_Train.csv,244,30,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.808625,NA,NA,NA,NA,0.006868,NA,NA,NA,NA,NA,NA,NA,NA,0.319330,NA,0.319330,NA,0.035432,NA,0.121605,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,harmonic_ridge,Various (Modular src/forecasting),MEO-2,MEO,data/DATA_MEO2_Train.csv,244,30,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.828148,NA,NA,NA,NA,0.040622,NA,NA,NA,NA,NA,NA,NA,NA,0.273857,NA,0.273857,NA,0.035722,NA,0.141294,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,random_forest,Various (Modular src/forecasting),MEO-2,MEO,data/DATA_MEO2_Train.csv,244,30,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.867010,NA,NA,NA,NA,0.277191,NA,NA,NA,NA,NA,NA,NA,NA,0.326596,NA,0.326596,NA,0.026161,NA,0.173288,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
