dataset,lag_min,pairs,past_variable,future_variable,correlation
DATA_MEO_Train2.csv,60,64,y_error (m),y_error (m),0.39167628538632
DATA_MEO_Train2.csv,60,64,y_error (m),z_error (m),-0.18720153538028358
DATA_MEO_Train2.csv,60,64,y_error (m),satclockerror (m),0.12013989712034934
DATA_MEO_Train2.csv,60,64,z_error (m),x_error (m),0.006096357132862399
DATA_MEO_Train2.csv,60,64,z_error (m),y_error (m),-0.11931050600764473
DATA_MEO_Train2.csv,60,64,z_error (m),z_error (m),0.4497590002301343
DATA_MEO_Train2.csv,60,64,z_error (m),satclockerror (m),-0.1838804857801799
DATA_MEO_Train2.csv,60,64,satclockerror (m),x_error (m),0.09436563595867149
DATA_MEO_Train2.csv,60,64,satclockerror (m),y_error (m),0.01826990147269151
DATA_MEO_Train2.csv,60,64,satclockerror (m),z_error (m),-0.13610152253395705
DATA_MEO_Train2.csv,60,64,satclockerror (m),satclockerror (m),0.12528533884153784
DATA_MEO_Train2.csv,120,67,x_error (m),x_error (m),0.30031332719620224
DATA_MEO_Train2.csv,120,67,x_error (m),y_error (m),0.31665063497726914
DATA_MEO_Train2.csv,120,67,x_error (m),z_error (m),0.17426868606964538
DATA_MEO_Train2.csv,120,67,x_error (m),satclockerror (m),0.1843300138793208
DATA_MEO_Train2.csv,120,67,y_error (m),x_error (m),0.17948131503328627
DATA_MEO_Train2.csv,120,67,y_error (m),y_error (m),0.6319603629060528
DATA_MEO_Train2.csv,120,67,y_error (m),z_error (m),-0.38058229352740497
DATA_MEO_Train2.csv,120,67,y_error (m),satclockerror (m),0.6417436966808604
DATA_MEO_Train2.csv,120,67,z_error (m),x_error (m),-0.15523440537537583
DATA_MEO_Train2.csv,120,67,z_error (m),y_error (m),-0.4020000398431699
DATA_MEO_Train2.csv,120,67,z_error (m),z_error (m),0.516816627621756
DATA_MEO_Train2.csv,120,67,z_error (m),satclockerror (m),-0.49303181296388066
DATA_MEO_Train2.csv,120,67,satclockerror (m),x_error (m),-0.2225005972534169
DATA_MEO_Train2.csv,120,67,satclockerror (m),y_error (m),0.08432332932287989
DATA_MEO_Train2.csv,120,67,satclockerror (m),z_error (m),-0.11023704049073321
DATA_MEO_Train2.csv,120,67,satclockerror (m),satclockerror (m),0.0019754421041447067
DATA_MEO_Test2.csv,10,12,x_error (m),x_error (m),0.8501500688709638
DATA_MEO_Test2.csv,10,12,x_error (m),y_error (m),0.7060613838245247
DATA_MEO_Test2.csv,10,12,x_error (m),z_error (m),-0.41279870430101434
DATA_MEO_Test2.csv,10,12,x_error (m),satclockerror (m),-0.4405971094750307
DATA_MEO_Test2.csv,10,12,y_error (m),x_error (m),0.6298488922917908
DATA_MEO_Test2.csv,10,12,y_error (m),y_error (m),0.4420466079135545
DATA_MEO_Test2.csv,10,12,y_error (m),z_error (m),0.023057062220037308
DATA_MEO_Test2.csv,10,12,y_error (m),satclockerror (m),-0.49068994864366244
DATA_MEO_Test2.csv,10,12,z_error (m),x_error (m),-0.45234153161112334
DATA_MEO_Test2.csv,10,12,z_error (m),y_error (m),-0.42275055914435783
DATA_MEO_Test2.csv,10,12,z_error (m),z_error (m),0.6398197158188892
DATA_MEO_Test2.csv,10,12,z_error (m),satclockerror (m),0.15211803810949062
DATA_MEO_Test2.csv,10,12,satclockerror (m),x_error (m),-0.590389080243696
DATA_MEO_Test2.csv,10,12,satclockerror (m),y_error (m),-0.35466122506341113
DATA_MEO_Test2.csv,10,12,satclockerror (m),z_error (m),0.21745728933587852
DATA_MEO_Test2.csv,10,12,satclockerror (m),satclockerror (m),0.1833445075503701
DATA_MEO_Test2.csv,15,2,x_error (m),x_error (m),
DATA_MEO_Test2.csv,15,2,x_error (m),y_error (m),
DATA_MEO_Test2.csv,15,2,x_error (m),z_error (m),
DATA_MEO_Test2.csv,15,2,x_error (m),satclockerror (m),
DATA_MEO_Test2.csv,15,2,y_error (m),x_error (m),
DATA_MEO_Test2.csv,15,2,y_error (m),y_error (m),
DATA_MEO_Test2.csv,15,2,y_error (m),z_error (m),
DATA_MEO_Test2.csv,15,2,y_error (m),satclockerror (m),
DATA_MEO_Test2.csv,15,2,z_error (m),x_error (m),
DATA_MEO_Test2.csv,15,2,z_error (m),y_error (m),
DATA_MEO_Test2.csv,15,2,z_error (m),z_error (m),
DATA_MEO_Test2.csv,15,2,z_error (m),satclockerror (m),
DATA_MEO_Test2.csv,15,2,satclockerror (m),x_error (m),
DATA_MEO_Test2.csv,15,2,satclockerror (m),y_error (m),
DATA_MEO_Test2.csv,15,2,satclockerror (m),z_error (m),
DATA_MEO_Test2.csv,15,2,satclockerror (m),satclockerror (m),
DATA_MEO_Test2.csv,30,5,x_error (m),x_error (m),0.8829379031822076
DATA_MEO_Test2.csv,30,5,x_error (m),y_error (m),0.9236091573884104
DATA_MEO_Test2.csv,30,5,x_error (m),z_error (m),-0.2404235970109655
DATA_MEO_Test2.csv,30,5,x_error (m),satclockerror (m),-0.8396114568541486
DATA_MEO_Test2.csv,30,5,y_error (m),x_error (m),0.4084054721633903
DATA_MEO_Test2.csv,30,5,y_error (m),y_error (m),0.18534519411488648
DATA_MEO_Test2.csv,30,5,y_error (m),z_error (m),0.1542716003031538
DATA_MEO_Test2.csv,30,5,y_error (m),satclockerror (m),0.15937963507794503
DATA_MEO_Test2.csv,30,5,z_error (m),x_error (m),-0.7431275941597122
DATA_MEO_Test2.csv,30,5,z_error (m),y_error (m),-0.8869243803265451
DATA_MEO_Test2.csv,30,5,z_error (m),z_error (m),0.22573344751410357
DATA_MEO_Test2.csv,30,5,z_error (m),satclockerror (m),0.8721754412804607
DATA_MEO_Test2.csv,30,5,satclockerror (m),x_error (m),-0.6305607643541125
DATA_MEO_Test2.csv,30,5,satclockerror (m),y_error (m),-0.8699448293239084
DATA_MEO_Test2.csv,30,5,satclockerror (m),z_error (m),-0.052774896924153075
DATA_MEO_Test2.csv,30,5,satclockerror (m),satclockerror (m),0.7316034045651519
DATA_MEO_Test2.csv,60,5,x_error (m),x_error (m),0.4888190564865271
DATA_MEO_Test2.csv,60,5,x_error (m),y_error (m),0.12885997604127236
DATA_MEO_Test2.csv,60,5,x_error (m),z_error (m),0.32554313018381353
DATA_MEO_Test2.csv,60,5,x_error (m),satclockerror (m),-0.036725150665727666
DATA_MEO_Test2.csv,60,5,y_error (m),x_error (m),0.4641207374856831
DATA_MEO_Test2.csv,60,5,y_error (m),y_error (m),0.29635054151349793
DATA_MEO_Test2.csv,60,5,y_error (m),z_error (m),0.49697471963238526
DATA_MEO_Test2.csv,60,5,y_error (m),satclockerror (m),0.15621647091567373
DATA_MEO_Test2.csv,60,5,z_error (m),x_error (m),-0.36810742314012945
DATA_MEO_Test2.csv,60,5,z_error (m),y_error (m),0.4330716948683784
DATA_MEO_Test2.csv,60,5,z_error (m),z_error (m),0.3272413140994909
DATA_MEO_Test2.csv,60,5,z_error (m),satclockerror (m),0.6098160923518252
DATA_MEO_Test2.csv,60,5,satclockerror (m),x_error (m),-0.2006841400408481
DATA_MEO_Test2.csv,60,5,satclockerror (m),y_error (m),-0.6889735693116711
DATA_MEO_Test2.csv,60,5,satclockerror (m),z_error (m),-0.8204559943402127
DATA_MEO_Test2.csv,60,5,satclockerror (m),satclockerror (m),-0.6834463891511877
DATA_MEO_Test2.csv,120,8,x_error (m),x_error (m),0.12396020849534291
DATA_MEO_Test2.csv,120,8,x_error (m),y_error (m),-0.5431223814991016
DATA_MEO_Test2.csv,120,8,x_error (m),z_error (m),0.5134865208422316
DATA_MEO_Test2.csv,120,8,x_error (m),satclockerror (m),-0.37631099463147927
DATA_MEO_Test2.csv,120,8,y_error (m),x_error (m),0.07675231003439882
DATA_MEO_Test2.csv,120,8,y_error (m),y_error (m),-0.2519044471244962
DATA_MEO_Test2.csv,120,8,y_error (m),z_error (m),-0.12512691881523
DATA_MEO_Test2.csv,120,8,y_error (m),satclockerror (m),0.20864405708319783
DATA_MEO_Test2.csv,120,8,z_error (m),x_error (m),-0.12280563031755971
DATA_MEO_Test2.csv,120,8,z_error (m),y_error (m),0.5471113279114301
DATA_MEO_Test2.csv,120,8,z_error (m),z_error (m),-0.5104898675284287
DATA_MEO_Test2.csv,120,8,z_error (m),satclockerror (m),0.36557892706134815
DATA_MEO_Test2.csv,120,8,satclockerror (m),x_error (m),-0.20875300646180817
DATA_MEO_Test2.csv,120,8,satclockerror (m),y_error (m),0.5083800743118988
DATA_MEO_Test2.csv,120,8,satclockerror (m),z_error (m),-0.3507762512405066
DATA_MEO_Test2.csv,120,8,satclockerror (m),satclockerror (m),0.542313616047432
